customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnVal,gender,SeniorCitizen,Partner,Dependents
6701-DHKWQ,61,No,Two year,No,Credit card (automatic),51.35,3244.4,0,0,Female,0,Yes,Yes
7554-AKDQF,6,Yes,Month-to-month,No,Mailed check,45.65,323.45,0,0,Female,0,Yes,No
0794-YVSGE,72,Yes,Two year,No,Bank transfer (automatic),20.3,1401.15,0,0,Male,0,Yes,Yes
5423-BHIXO,32,Yes,Month-to-month,Yes,Electronic check,54.2,1739.6,0,0,Female,0,No,No
6908-VVYHM,65,Yes,Month-to-month,Yes,Electronic check,90.65,5931,0,0,Male,0,Yes,No
2959-EEXWB,45,No,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,0,0,Female,0,Yes,Yes
1839-UMACK,42,Yes,One year,No,Electronic check,25.05,949.85,0,0,Male,0,No,No
3030-YDNRM,8,Yes,Month-to-month,Yes,Electronic check,74.85,572.45,0,0,Male,0,No,No
7321-KKSDU,32,Yes,Two year,No,Mailed check,20.5,696.8,0,0,Male,0,No,Yes
3402-XRIUO,22,Yes,Month-to-month,Yes,Mailed check,63.55,1381.8,0,0,Female,1,Yes,No
8286-AFUYI,1,Yes,Month-to-month,No,Electronic check,47.95,47.95,0,0,Male,0,No,No
8356-WUAOJ,1,Yes,Month-to-month,Yes,Electronic check,45.0,45,0,0,Female,0,Yes,No
8058-DMYRU,54,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,0,0,Male,1,No,No
9350-ZXYJC,4,Yes,Two year,Yes,Credit card (automatic),25.3,116.95,0,0,Female,0,No,No
8958-JPTRR,56,Yes,One year,No,Electronic check,24.3,1261.7,0,0,Female,0,Yes,No
6959-GQEGV,45,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,0,0,Male,0,No,No
3173-WSSUE,71,Yes,Two year,No,Credit card (automatic),19.7,1415.85,0,0,Female,0,Yes,Yes
1265-HVPZB,59,Yes,One year,No,Credit card (automatic),66.4,3958.2,0,0,Male,0,Yes,No
4115-UMJFQ,69,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,0,0,Male,0,No,No
7369-TRPFD,19,Yes,One year,No,Mailed check,18.8,279.2,0,0,Male,0,No,No
1098-KFQEC,55,Yes,Two year,No,Credit card (automatic),19.4,1083,0,0,Female,0,Yes,Yes
7190-XHTWJ,38,Yes,One year,No,Mailed check,19.3,755.5,0,0,Female,0,No,No
3537-RYBHH,47,Yes,Month-to-month,Yes,Credit card (automatic),67.45,3252,0,0,Female,1,Yes,No
5296-BFCYD,46,Yes,Two year,Yes,Mailed check,20.1,936.85,0,0,Male,0,Yes,Yes
9359-JANWS,65,Yes,Two year,No,Credit card (automatic),58.9,3857.1,0,0,Female,0,Yes,No
3279-DYZQM,71,Yes,Two year,No,Mailed check,19.45,1378.45,0,0,Male,0,Yes,Yes
0523-VNGTF,52,No,Month-to-month,Yes,Electronic check,50.5,2566.3,0,0,Female,1,No,No
9575-IWCAZ,6,Yes,One year,No,Mailed check,25.1,171,0,0,Male,0,Yes,No
7105-MXJLL,26,Yes,One year,No,Mailed check,60.7,1597.4,0,0,Female,1,Yes,No
7064-FRRSW,48,Yes,One year,Yes,Electronic check,99.0,4744.35,0,0,Male,1,No,No
7940-UQQUG,64,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,0,0,Female,0,Yes,Yes
3961-SXAXY,1,Yes,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,0,0,Male,0,No,No
7010-BRBUU,72,Yes,Two year,No,Credit card (automatic),24.1,1734.65,0,0,Male,0,Yes,Yes
3566-HJGPK,1,Yes,Month-to-month,Yes,Mailed check,45.55,45.55,0,0,Male,0,No,No
3062-ICYZQ,51,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,0,0,Female,0,Yes,Yes
9938-PRCVK,41,Yes,Two year,No,Bank transfer (automatic),19.7,804.25,0,0,Female,0,Yes,Yes
0973-KYVNF,72,Yes,Two year,Yes,Credit card (automatic),70.65,5011.15,0,0,Female,0,Yes,Yes
5129-HHMZC,43,Yes,Two year,No,Credit card (automatic),86.45,3574.5,0,0,Female,0,Yes,No
9637-CDTKZ,72,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,0,0,Male,0,Yes,No
3946-JEWRQ,47,Yes,One year,Yes,Credit card (automatic),95.2,4563,0,0,Male,0,Yes,No
7873-CVMAW,72,Yes,Two year,No,Credit card (automatic),88.55,6362.35,0,0,Male,0,No,No
0463-WZZKO,3,Yes,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0,0,Male,0,No,No
4524-QCSSM,26,No,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,0,0,Male,0,No,No
5832-EXGTT,29,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,0,0,Male,0,Yes,Yes
2039-JONDJ,27,Yes,One year,No,Bank transfer (automatic),55.45,1477.65,0,0,Male,0,No,No
7217-JYHOQ,24,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,0,0,Male,0,Yes,Yes
6695-FRVEC,67,Yes,Two year,Yes,Bank transfer (automatic),60.4,3953.7,0,0,Male,0,Yes,Yes
9894-QMIMJ,23,Yes,One year,No,Bank transfer (automatic),55.8,1327.85,0,0,Female,0,No,No
8069-YQQAJ,14,No,Month-to-month,Yes,Mailed check,31.1,419.7,0,0,Male,0,No,No
1636-NTNCO,4,No,Month-to-month,Yes,Credit card (automatic),50.95,207.35,0,0,Male,1,No,No
3466-WAESX,16,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,0,0,Male,0,No,Yes
9281-PKKZE,46,No,Month-to-month,Yes,Electronic check,43.95,2007.85,0,0,Female,0,Yes,No
3638-VBZTA,68,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,0,0,Male,0,No,Yes
7459-IMVYU,38,Yes,Month-to-month,No,Electronic check,69.95,2657.55,0,0,Male,0,No,No
8563-OYMQY,17,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0,0,Male,0,No,No
0754-EEBDC,4,Yes,Two year,No,Mailed check,19.9,76.65,0,0,Male,0,Yes,Yes
5777-ZPQNC,12,Yes,One year,No,Electronic check,20.15,260.7,0,0,Female,0,No,No
1951-IEYXM,72,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,0,0,Male,0,Yes,Yes
3318-NMQXL,3,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,0,0,Male,0,No,No
1022-RKXDR,41,Yes,One year,Yes,Mailed check,24.85,962.25,0,0,Female,0,No,No
2361-FJWNO,40,No,One year,No,Credit card (automatic),36.0,1382.9,0,0,Male,0,No,No
2272-UOINI,7,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,0,0,Female,0,No,No
8232-UTFOZ,69,Yes,Two year,No,Credit card (automatic),19.95,1399.35,0,0,Male,0,No,No
3750-YHRYO,7,Yes,One year,No,Mailed check,20.65,150,0,0,Male,0,Yes,Yes
6637-KYRCV,5,No,Month-to-month,Yes,Electronic check,30.5,167.2,0,0,Female,0,Yes,Yes
5668-MEISB,72,Yes,Two year,No,Credit card (automatic),106.1,7657.4,0,0,Female,0,Yes,Yes
0129-QMPDR,44,Yes,One year,Yes,Bank transfer (automatic),20.5,865.05,0,0,Male,0,Yes,Yes
7188-CBBBA,65,Yes,One year,Yes,Electronic check,95.5,6153.85,0,0,Female,0,No,No
5356-CSVSQ,3,Yes,Month-to-month,No,Electronic check,64.6,174.2,0,0,Female,0,No,No
3221-CJMSG,24,Yes,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,0,0,Male,0,No,No
3219-JQRSL,72,Yes,Two year,No,Credit card (automatic),89.1,6352.4,0,0,Female,1,Yes,No
2801-NISEI,24,Yes,Month-to-month,No,Electronic check,54.95,1348.5,0,0,Male,0,No,No
4623-ZKHLY,22,Yes,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0,0,Male,0,Yes,No
6732-VAILE,70,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,0,0,Male,0,Yes,Yes
8201-AAXCB,25,Yes,Month-to-month,No,Electronic check,60.35,1404.65,0,0,Male,0,Yes,Yes
7696-CFTAT,37,Yes,Two year,No,Bank transfer (automatic),19.8,726.1,0,0,Male,0,Yes,Yes
1845-CSBRZ,22,Yes,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,0,0,Female,1,Yes,Yes
2123-VSCOT,59,Yes,Two year,Yes,Bank transfer (automatic),72.1,4194.85,0,0,Female,0,Yes,Yes
2018-QKYGT,1,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,0,0,Male,0,Yes,Yes
2792-VPPET,3,Yes,Month-to-month,Yes,Electronic check,20.5,76.95,0,0,Male,0,No,No
7409-JURKQ,53,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,0,0,Female,0,Yes,No
3247-MHJKM,1,Yes,Month-to-month,No,Mailed check,20.2,20.2,0,0,Male,0,No,No
1964-SVLEA,20,Yes,One year,Yes,Mailed check,19.7,415.9,0,0,Male,0,No,No
7297-DVYGA,51,Yes,One year,Yes,Bank transfer (automatic),19.85,996.95,0,0,Female,0,No,No
2239-CGBUZ,51,Yes,One year,Yes,Bank transfer (automatic),60.5,3145.15,0,0,Female,0,Yes,No
0854-UYHZD,13,Yes,Two year,No,Mailed check,19.55,265.3,0,0,Female,0,Yes,Yes
7243-LCGGZ,1,Yes,Month-to-month,No,Mailed check,20.9,20.9,0,0,Female,0,No,No
8267-KFGYD,1,Yes,Month-to-month,Yes,Mailed check,21.05,21.05,0,0,Male,0,No,Yes
4890-VMUAV,63,Yes,One year,No,Electronic check,71.5,4576.3,0,0,Male,0,No,No
9261-WDCAF,3,Yes,Month-to-month,No,Mailed check,54.65,189.1,0,0,Male,0,No,No
3764-MNMOI,46,Yes,Two year,No,Credit card (automatic),19.2,908.15,0,0,Male,0,No,No
7442-YGZFK,1,Yes,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,0,Male,0,No,No
8229-BUJHX,71,Yes,Two year,No,Bank transfer (automatic),20.5,1500.95,0,0,Female,0,Yes,Yes
7449-HVPIV,55,Yes,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,0,0,Male,0,Yes,Yes
5504-WSIUR,70,Yes,One year,Yes,Bank transfer (automatic),90.25,6385.95,0,0,Female,0,No,No
8466-PZBLH,67,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,0,0,Male,0,Yes,Yes
8735-IJJEG,14,Yes,Month-to-month,No,Credit card (automatic),50.2,668.85,0,0,Male,0,Yes,No
0564-MUUQK,20,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,0,0,Female,0,Yes,Yes
0701-RFGFI,49,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,0,0,Female,0,Yes,Yes
0019-EFAEP,72,Yes,Two year,Yes,Bank transfer (automatic),101.3,7261.25,0,0,Female,0,No,No
5619-PTMIK,46,Yes,Month-to-month,No,Electronic check,53.1,2459.8,0,0,Female,0,Yes,No
3737-XBQDD,24,Yes,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,0,0,Male,0,No,No
5882-CMAZQ,5,No,Month-to-month,No,Electronic check,34.25,163.55,0,0,Female,0,Yes,Yes
5846-QFDFI,33,Yes,Month-to-month,No,Credit card (automatic),88.6,2888.7,0,0,Female,0,Yes,Yes
4445-KWOKW,42,Yes,One year,Yes,Bank transfer (automatic),60.15,2421.6,0,0,Female,0,No,No
3511-APPBJ,23,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,0,0,Male,0,No,No
7967-HYCDE,8,Yes,Month-to-month,No,Bank transfer (automatic),70.7,553.4,0,0,Male,0,No,No
2430-RRYUW,66,Yes,One year,Yes,Mailed check,54.8,3465.7,0,0,Male,0,No,No
3723-BFBGR,24,Yes,Month-to-month,No,Credit card (automatic),54.8,1291.3,0,0,Male,1,No,No
5447-WZAFP,53,Yes,One year,Yes,Mailed check,100.3,5200.8,0,0,Female,0,No,No
5110-CHOPY,60,No,Two year,No,Electronic check,53.6,3237.05,0,0,Female,0,No,No
4425-OWHWB,20,Yes,One year,Yes,Credit card (automatic),19.35,433.75,0,0,Female,0,No,No
7892-QVYKW,23,Yes,Month-to-month,No,Electronic check,85.6,1868.4,0,0,Female,0,Yes,Yes
9675-ICXCT,72,Yes,Two year,Yes,Electronic check,80.8,5728.55,0,0,Male,0,Yes,Yes
4703-MQYKT,21,Yes,Two year,No,Mailed check,19.6,390.4,0,0,Male,0,No,No
5692-ICXLW,31,Yes,Month-to-month,Yes,Electronic check,90.7,2845.15,0,0,Male,1,No,No
0602-DDUML,57,Yes,Two year,No,Mailed check,69.75,3894.4,0,0,Female,0,No,No
2208-MPXIO,45,Yes,Two year,Yes,Bank transfer (automatic),20.0,886.4,0,0,Female,0,Yes,Yes
1960-UYCNN,10,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,0,0,Male,0,No,No
3190-FZATL,14,Yes,Month-to-month,No,Mailed check,19.95,268.4,0,0,Male,0,No,Yes
7336-RLLRH,27,Yes,One year,No,Mailed check,80.85,2204.35,0,0,Male,0,Yes,No
7710-JSYOA,69,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,0,0,Female,0,Yes,Yes
9885-MFVSU,35,No,Two year,Yes,Credit card (automatic),46.35,1662.05,0,0,Female,0,Yes,Yes
0607-MVMGC,45,Yes,One year,No,Credit card (automatic),78.75,3600.65,0,0,Male,0,Yes,Yes
3365-SAIGS,17,Yes,Month-to-month,Yes,Electronic check,83.55,1329.15,0,0,Female,0,No,No
8022-BECSI,22,Yes,One year,No,Mailed check,19.6,422.5,0,0,Male,0,No,No
9993-LHIEB,67,Yes,Two year,No,Mailed check,67.85,4627.65,0,0,Male,0,Yes,Yes
0266-CLZKZ,67,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,0,Female,0,Yes,Yes
7020-OZKXZ,9,Yes,Month-to-month,No,Credit card (automatic),75.5,637.4,0,0,Female,1,No,No
3977-QCRSL,5,Yes,Month-to-month,No,Mailed check,20.15,117.95,0,0,Female,0,No,No
0017-DINOC,54,No,Two year,No,Credit card (automatic),45.2,2460.55,0,0,Male,0,No,No
7639-OPLNG,70,Yes,Two year,Yes,Bank transfer (automatic),79.25,5731.85,0,0,Male,0,Yes,Yes
1492-QGCLU,53,Yes,Month-to-month,No,Electronic check,85.7,4616.1,0,0,Male,0,Yes,Yes
7328-OWMOM,31,Yes,One year,No,Credit card (automatic),20.1,589.25,0,0,Female,0,No,Yes
4418-LZMSV,13,Yes,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0,0,Male,0,Yes,Yes
5155-AZQPB,28,Yes,Month-to-month,No,Mailed check,49.9,1410.25,0,0,Female,0,Yes,Yes
1087-GRUYI,38,Yes,Two year,No,Bank transfer (automatic),20.4,743.5,0,0,Male,0,Yes,No
2546-KZAAT,52,Yes,One year,Yes,Mailed check,75.4,3865.45,0,0,Male,0,Yes,No
0181-RITDD,62,Yes,Two year,No,Mailed check,108.15,6825.65,0,0,Male,0,Yes,Yes
5989-PGKJB,16,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,0,0,Female,0,No,No
8272-ONJLV,12,Yes,One year,No,Electronic check,95.7,1184,0,0,Male,0,No,No
1488-PBLJN,72,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,0,0,Female,0,Yes,Yes
0308-GIQJT,71,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,0,0,Male,1,No,No
3778-FOAQW,24,Yes,One year,No,Mailed check,20.15,456.85,0,0,Female,0,Yes,No
4452-ROHMO,15,Yes,Two year,No,Mailed check,19.6,331.6,0,0,Female,0,No,No
3090-LETTY,2,Yes,Month-to-month,No,Bank transfer (automatic),60.95,134.6,0,0,Male,0,No,Yes
5349-AZPEW,5,No,Month-to-month,No,Mailed check,25.05,125.5,0,0,Female,0,Yes,Yes
9720-JJJOR,41,Yes,One year,Yes,Bank transfer (automatic),60.3,2511.3,0,0,Male,0,Yes,Yes
8100-HZZLJ,43,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,0,0,Female,0,No,Yes
8775-ERLNB,1,Yes,Month-to-month,No,Electronic check,74.3,74.3,0,0,Male,1,Yes,No
8309-IEYJD,1,Yes,Month-to-month,Yes,Mailed check,70.6,70.6,0,0,Female,1,No,No
7398-HPYZQ,71,Yes,Two year,No,Bank transfer (automatic),90.55,6404,0,0,Male,0,Yes,No
3546-GHEAE,7,Yes,Two year,No,Mailed check,19.45,165.35,0,0,Male,0,No,No
7361-YPXFS,28,Yes,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,0,0,Female,1,No,No
6557-BZXLQ,16,Yes,Month-to-month,No,Electronic check,69.65,1043.3,0,0,Male,1,No,No
2550-QHZGP,7,Yes,One year,No,Mailed check,19.5,128.6,0,0,Male,0,No,No
7519-JTWQH,69,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,0,0,Female,0,No,No
2538-OIMXF,1,No,Month-to-month,No,Mailed check,24.7,24.7,0,0,Female,0,No,Yes
8543-MSDMF,3,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,0,0,Male,0,No,No
1170-SASML,69,Yes,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,0,0,Female,0,Yes,No
4872-JCVCA,71,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,0,0,Female,0,Yes,No
5346-BZCHP,69,Yes,Two year,No,Mailed check,19.4,1346.2,0,0,Female,0,Yes,Yes
2038-LLMLM,48,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,0,0,Female,0,No,No
1216-BGTSP,45,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,0,0,Male,0,No,No
4138-NAXED,51,Yes,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,0,0,Male,0,No,No
0744-BIKKF,72,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,0,0,Male,0,No,No
7483-IQWIB,37,Yes,Month-to-month,Yes,Electronic check,92.95,3415.25,0,0,Male,0,Yes,Yes
5248-KWLAR,71,Yes,Two year,No,Electronic check,90.35,6325.25,0,0,Male,0,Yes,Yes
7996-MHXLW,66,Yes,Two year,Yes,Credit card (automatic),25.15,1683.6,0,0,Female,0,No,No
7833-PKIHD,51,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,0,0,Male,0,Yes,Yes
7061-OVMIM,30,Yes,One year,No,Bank transfer (automatic),19.55,608.5,0,0,Female,0,Yes,Yes
5153-RTHKF,34,Yes,Month-to-month,No,Electronic check,85.35,2896.6,0,0,Female,0,No,No
1852-QSWCD,64,Yes,Two year,Yes,Mailed check,24.8,1514.85,0,0,Male,0,Yes,Yes
4832-VRBMR,65,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,0,0,Male,1,Yes,No
9079-LWTFD,47,Yes,Month-to-month,No,Mailed check,100.75,4669.2,0,0,Male,0,No,No
3392-EHMNK,67,Yes,Two year,No,Credit card (automatic),94.1,6302.8,0,0,Female,0,Yes,Yes
5986-WWXDV,39,Yes,One year,No,Bank transfer (automatic),19.35,779.2,0,0,Male,0,No,Yes
3061-BCKYI,14,Yes,Month-to-month,No,Mailed check,19.9,283.75,0,0,Male,0,No,No
7901-TBKJX,56,Yes,Month-to-month,Yes,Electronic check,101.05,5594,0,0,Male,1,No,No
7228-PAQPD,14,Yes,One year,No,Credit card (automatic),59.1,772.85,0,0,Female,0,No,No
7746-QYVCO,16,Yes,One year,Yes,Mailed check,55.85,857.8,0,0,Male,0,Yes,Yes
5804-HYIEZ,70,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,0,0,Male,0,Yes,Yes
9919-FZDED,72,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,0,0,Male,1,Yes,No
5934-TSSAU,23,Yes,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,0,0,Female,0,Yes,Yes
3486-KHMLI,21,Yes,Month-to-month,No,Mailed check,24.7,467.15,0,0,Male,0,No,Yes
6784-XYJAE,36,Yes,One year,No,Electronic check,55.8,1941.5,0,0,Female,0,No,No
3933-DQPWX,50,No,Two year,No,Credit card (automatic),39.7,1932.75,0,0,Female,0,No,No
6661-EIPZC,48,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,0,0,Female,0,Yes,Yes
8957-THMOA,50,Yes,Two year,No,Credit card (automatic),20.15,970.85,0,0,Female,0,No,Yes
2251-PYLPB,72,Yes,Two year,No,Credit card (automatic),79.55,5810.9,0,0,Male,0,Yes,No
5555-RNPGT,10,Yes,Month-to-month,No,Credit card (automatic),24.8,223.9,0,0,Male,0,No,Yes
1057-FOGLZ,18,Yes,Month-to-month,No,Mailed check,19.65,391.7,0,0,Female,0,No,No
8087-LGYHQ,9,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0,0,Male,0,No,No
4137-BTIKL,2,Yes,Month-to-month,No,Mailed check,90.75,174.75,0,0,Male,0,No,No
2190-BCXEC,40,Yes,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,0,0,Female,0,Yes,No
6227-FBDXH,69,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,0,0,Male,0,Yes,No
2911-WDXMV,18,Yes,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,0,0,Male,0,No,Yes
7206-PQBBZ,11,Yes,Month-to-month,Yes,Electronic check,70.2,834.7,0,0,Male,1,Yes,No
4547-FZJWE,55,Yes,One year,No,Credit card (automatic),59.45,3157,0,0,Male,0,Yes,Yes
7422-WNBTY,33,Yes,Month-to-month,Yes,Electronic check,93.35,3092,0,0,Male,0,Yes,No
0842-IWYCP,46,Yes,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,0,0,Female,0,No,No
3521-HTQTV,34,Yes,Two year,No,Bank transfer (automatic),26.1,980.35,0,0,Male,0,No,No
3744-ZBHON,3,Yes,Month-to-month,No,Electronic check,20.2,65.95,0,0,Female,0,No,No
3373-DIUUN,30,Yes,Two year,No,Mailed check,21.25,711.9,0,0,Male,0,Yes,Yes
8383-SGHJU,33,Yes,One year,No,Electronic check,59.4,1952.8,0,0,Female,0,No,No
7607-QKKTJ,45,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,0,0,Male,0,Yes,Yes
7707-PYBBH,40,Yes,Month-to-month,Yes,Mailed check,61.9,2647.1,0,0,Male,0,No,No
8984-HPEMB,71,Yes,Two year,Yes,Electronic check,118.65,8477.6,0,0,Female,0,No,No
4139-DETXS,72,No,Two year,No,Bank transfer (automatic),64.45,4528,0,0,Female,0,Yes,Yes
9779-DPNEJ,22,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,0,0,Female,0,Yes,Yes
9805-FILKB,46,Yes,One year,Yes,Bank transfer (automatic),20.2,845.6,0,0,Male,0,Yes,Yes
5793-YOLJN,55,Yes,Two year,No,Mailed check,21.0,1210.3,0,0,Female,0,Yes,Yes
0673-IGUQO,1,Yes,Month-to-month,No,Mailed check,20.45,20.45,0,0,Male,0,No,No
4123-FCVCB,12,Yes,One year,Yes,Mailed check,75.85,854.45,0,0,Female,0,No,No
8819-IMISP,31,Yes,Month-to-month,Yes,Electronic check,80.45,2429.1,0,0,Male,0,No,No
8311-UEUAB,67,Yes,Two year,Yes,Electronic check,75.5,5229.45,0,0,Female,0,Yes,Yes
5858-EAFCZ,1,Yes,Month-to-month,No,Mailed check,44.45,44.45,0,0,Male,0,No,No
1163-ONYEY,41,Yes,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,0,0,Male,0,Yes,Yes
5656-MJEFC,42,No,Two year,No,Credit card (automatic),48.15,2032.3,0,0,Male,0,Yes,Yes
6082-OQFBA,23,Yes,One year,No,Mailed check,19.65,436.9,0,0,Male,0,Yes,Yes
8974-OVACP,1,Yes,Month-to-month,No,Mailed check,20.15,20.15,0,0,Female,0,No,No
4010-YLMVT,56,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,0,0,Female,0,No,No
1379-FRVEB,15,Yes,Month-to-month,Yes,Electronic check,91.0,1430.05,0,0,Male,0,No,Yes
8612-GXIDD,12,Yes,Two year,Yes,Bank transfer (automatic),25.4,313,0,0,Male,0,Yes,Yes
6288-CHQJB,54,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,0,0,Female,0,Yes,Yes
8160-HOWOX,7,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,0,Female,0,No,No
6648-INWPS,16,Yes,Month-to-month,No,Electronic check,20.15,341.35,0,0,Male,0,Yes,Yes
4223-BKEOR,21,Yes,One year,No,Mailed check,64.85,1336.8,0,0,Female,0,No,Yes
4079-VTGLK,30,Yes,Two year,No,Electronic check,74.85,2181.75,0,0,Male,1,Yes,No
1763-WQFUK,3,Yes,Month-to-month,Yes,Mailed check,50.5,147.75,0,0,Male,0,No,No
1391-UBDAR,11,Yes,Month-to-month,No,Electronic check,72.9,818.45,0,0,Male,0,No,No
8894-JVDCV,62,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,0,0,Female,0,No,No
2023-VQFDL,18,Yes,Month-to-month,No,Electronic check,19.0,348.8,0,0,Male,0,No,No
1345-GKDZZ,6,Yes,Month-to-month,No,Mailed check,19.55,128.6,0,0,Male,0,No,Yes
2014-MKGMH,46,Yes,One year,Yes,Electronic check,101.1,4674.4,0,0,Female,0,No,No
5628-FCGYG,21,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,0,0,Male,0,No,No
2560-WBWXF,68,Yes,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,0,Male,0,No,No
0248-IPDFW,1,Yes,Month-to-month,Yes,Electronic check,50.1,50.1,0,0,Female,0,No,No
7978-DKUQH,25,Yes,Month-to-month,Yes,Electronic check,74.6,1797.75,0,0,Female,0,Yes,No
4335-UPJSI,24,Yes,Two year,No,Mailed check,19.75,498.1,0,0,Female,0,No,Yes
1784-EZDKJ,51,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,0,0,Male,0,Yes,No
9297-FVVDH,57,Yes,Two year,Yes,Electronic check,84.5,4845.4,0,0,Female,0,Yes,Yes
8007-YYPWD,15,Yes,Two year,No,Bank transfer (automatic),25.05,369.1,0,0,Female,0,No,No
7101-HRBLJ,72,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,0,Female,0,Yes,Yes
6635-CPNUN,28,Yes,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,0,Male,0,Yes,No
5453-YBTWV,70,Yes,Two year,Yes,Credit card (automatic),101.1,6994.8,0,0,Male,0,Yes,Yes
5039-LZRQT,13,Yes,One year,No,Mailed check,20.2,273.25,0,0,Female,0,No,No
2931-VUVJN,59,Yes,One year,Yes,Electronic check,94.05,5483.9,0,0,Female,1,Yes,No
6418-PIQSP,62,Yes,Two year,No,Mailed check,81.0,4985.9,0,0,Female,0,Yes,No
8220-OCUFY,21,Yes,One year,Yes,Electronic check,60.25,1258.35,0,0,Female,0,No,No
3995-WFCSM,2,Yes,Month-to-month,No,Electronic check,60.85,111.4,0,0,Female,0,No,No
1895-QTKDO,1,Yes,Month-to-month,No,Credit card (automatic),43.95,43.95,0,0,Female,0,No,No
2038-OEQZH,4,Yes,Month-to-month,No,Electronic check,86.05,308.1,0,0,Male,0,No,No
1178-PZGAB,19,Yes,One year,No,Credit card (automatic),20.25,383.65,0,0,Female,0,No,No
2626-VEEWG,67,Yes,Two year,Yes,Credit card (automatic),19.4,1284.2,0,0,Male,0,Yes,Yes
2878-RMWXY,72,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,0,Male,1,Yes,No
1657-DYMBM,53,Yes,Two year,No,Credit card (automatic),19.9,1110.05,0,0,Male,0,Yes,No
